
Time elapsed was 5860716ns or 0.005860716s
Time elapsed was 6022362ns or 0.006022362s
Time elapsed was 6593290ns or 0.006593290s
Time elapsed was 6178390ns or 0.006178390s
Time elapsed was 6025648ns or 0.006025648s
Time elapsed was 6435603ns or 0.006435603s
Time elapsed was 6832921ns or 0.006832921s
Time elapsed was 6589607ns or 0.006589607s
Time elapsed was 6014660ns or 0.006014660s
Time elapsed was 6418993ns or 0.006418993s
