Time elapsed was 80722190ns or 0.080722190s
Time elapsed was 64520082ns or 0.064520082s
Time elapsed was 63065918ns or 0.063065918s
Time elapsed was 65438918ns or 0.065438918s
Time elapsed was 73564209ns or 0.073564209s
Time elapsed was 65448027ns or 0.065448027s
Time elapsed was 62433279ns or 0.062433279s
Time elapsed was 64975252ns or 0.064975252s
Time elapsed was 62355000ns or 0.062355000s
Time elapsed was 65118272ns or 0.065118272s
