Time elapsed was 564794983ns or 0.564794983s
Time elapsed was 552645781ns or 0.552645781s
Time elapsed was 587847528ns or 0.587847528s
Time elapsed was 529495102ns or 0.529495102s
Time elapsed was 529260930ns or 0.529260930s
Time elapsed was 524610279ns or 0.524610279s
Time elapsed was 563656036ns or 0.563656036s
Time elapsed was 529213488ns or 0.529213488s
Time elapsed was 533917855ns or 0.533917855s
Time elapsed was 523544010ns or 0.523544010s
